quote_id,text,article_title,source,manual_score,notes
GEbPFyijxaWwQjdlxTeY,the door remains open for the exchange to proceed as planned if Israel abides by its obligations.,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
GK6TzB8GPlM7rlBk0MNb,death knell,"Jeremy Bowen: Trump's Gaza plan won't happen, but it will have consequences",Unknown Source,,
GWRdK2kvScjb1G3UBEpD,"We never bow to the foreigners,","With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
GaFzzrhxuP3c98RzdqQm,That's the official answer we have.,Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
GjQqxW4r61PuxbLCK5nW,This is an imminently solvable issue and our national security demands we fix it.,They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,,
GsL8utysrLHHVaVsyluC,Hezbollah operatives,War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,,
GuTaHIO9QaJqFH3W5xD5,the forgotten men and women.,Analysis,NPR,,
GwNJbCrmdfBVmBYk7zKC,"Most of the unawarded money is sitting in state Department of Transportation bank accounts ready to be spent,",Trump is trying to halt the EV charger buildout. Experts say it’s not that easy,AP News,,
H5XDwVrO4VhgHl8CQjAo,"Sanctions are for human rights violators, not those working to hold rights abusers to account,",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
H6sHMlDqGwryZbMUTJos,building a permanent place,NewsNews,BBC,,
HK6qeTjDQ5ZTyoOiDsF5,"When a person dies, you hold a wake according to your religion, but for us, there’s always a question: What if they’re alive?",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
HN0pqIOZ4IhYTv1JgtEf,"We have 25 male and female skaters now, but with this park, that number will definitely grow,",A new skate park in Baghdad is the safe space Iraqi youth have longed for,AP News,,
HTJiuJlGnYBg589WCX0f,"s campaign to dislodge the Islamic State from its former stronghold.
                
                    
                    Bulent Kilic/AFP/Getty Images
                    
                
hide caption June 5, 2018 • Amnesty International alleges that during last year",The Two-Way,NPR,,
HaIOxTjGNJEse6blu6Nm,two states for two peoples,"Jeremy Bowen: Trump's Gaza plan won't happen, but it will have consequences",Unknown Source,,
HckdmXvUk4BPjoqgYKv1,"monopolize the carrying of weapons,",War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,,
HleIOXlHVcWs8TxfgBQa,"No, it’s not good enough,",Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
HsWxJd4rRQaLySLZpRMn,absolute rejection,Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
Hwmp6pGI5tELZg8Cq4X9,Add Up My Love.,All Songs Considered,NPR,,
I0TiU1PzeAWo6gEpjgfr,Make Europe Great Again.,Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
I2zY46xQtX6LkOPjPmSs,"That’s why scrutiny took so long, most disappeared were never found and there were barely trials.","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
I4U8gHtIVC5XQwHivOFR,"I’m glad that the pressure USR applied in Parliament woke Iohannis from his slumber, and we won’t stop here,",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
IEZc3mXZgxnBJjRoCSQK,"it's a big mistake to allow people, the Palestinians... to go back another time",Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
IQ3w3Oiyf6FtwIYO1agF,Apocalypse Now,Analysis,NPR,,
IQLHmh14NofyHpTcehFy,"This will cost lives if the American government doesn’t change its mind and maintain its leadership,","HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,,
ISBrktxX3p0TUycVrMc8,Fork in the Road,National,NPR,,
IUjuW9wRYd8kcAeR2pqq,"The ICC has no jurisdiction over the United States or Israel,",Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
IjE2blNbzpwqF6EnTs13,opaque and deceptive business conduct.,The Two-Way,NPR,,
IkQ1cb3DOhrXZfHytbmF,"He can get more out of people than anyone else I have ever seen,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
Is2dY6OJu8SqNh6iJFCw,"His pattern is to take companies, invest in them, destabilise them, and then take them over,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
ItDirrNSn1uD4Z4wBxNQ,"Reform is the only path to a true salvation,",War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,,
Iu7RVCJe1osYIlUtiA1z,I have ADHD,Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,,
Iz2ESBAZto4SQbQDTk4n,foundations for a collective approach,Could a rebellion in eastern Congo widen into a regional war?,AP News,,
J2WfvWMEa6hBq2JagTsV,"Even presidents have told us that it’s been a long time and we should turn the page, but we can’t do that,",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
J3WGoZkK4gE7hgmOBOkQ,Quite frankly the Biden-Harris Administration has been intentional about making investments supporting Latino and Hispanic communities. We are hopeful those investments continue.,Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
J7SxM8thVLnJrZLYOk12,He was deeply respected and loved by his fellow Marines.,US Marine from California identified as one of 4 people killed in Philippines plane crash,AP News,,
J91sSqCvEecU2g8DAwjh,"We do not consider the proposal to exile the Palestinians from the lands they have lived in for thousands of years as something to be taken seriously,",Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
JI4zUcw7DI6cJibvo08c,"due to the citizens’ high interest to learn the results at the platform,","Kosovo’s governing party wins parliamentary election but without majority, preliminary results show",AP News,,
JXXGvACGhIqVbmKIz8Ei,"There's a lot of incredible people like Elon Musk in the tech industry and in the business community. And if you can tap the power of expertise to make the best of America, that's a great vision,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
JY9KBuxCQ9cmOq8FoQul,a complete violation,Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
JkGZyDZ1mGujpbdR5ieu,abides by its obligations.,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
Jms5M0MQAjs9j6bsRdA8,"so important that if I go back, the Taliban will kill me.",They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,,
JsBfgIsvmIBu2m6EsARe,"This report sheds light on a critical but often overlooked reality: Automation is not just a technological issue but an equity issue, said Misael Galdámez, co-author of the report, “On the Frontlines: Automation Risks for Latino Workers in California.",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
JvthS8aqlfol0oDLZRJv,Fork in the Road,News,NPR,,
K0nZ7vsqprdDLdNLQaNE,"I am unable to respond to a theoretical question,",Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
K11zptugZmSvz6394vq1,"CLOSE IT DOWN,",Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
K2l2bZwnkGWaTmTzI4Kc,"It’s his spa day,",What the Westminster show dogs’ names mean,AP News,,
KDomqeqFo0VSW7Gz1iln,"Traditional Māori practices associated with the mountain were banned while tourism was promoted,","A New Zealand mountain is granted personhood, recognizing it as sacred for Māori",AP News,,
KGTKzfFMjjPazux8U5df,He saved this country when it was about to collapse.,Former Colombian President Uribe denies bribery and witness tampering charges in historic trial,AP News,,
KGX9TEd2WemtQ5XWAcyR,formidable stone block.,The Two-Way,NPR,,
KIZLski7lmgP6GzZKnkE,"This lack of consultation is a matter of significant concern to the New Zealand government,",China says a visit by Cook Islands’ prime minister isn’t meant to antagonize others in South Pacific,AP News,,
KO1XCX1W5ZfpqI9dEbAF,any country willing to accept them.,Middle East,NPR,,
KPkX8iOsI2sOZkG44M4r,"We need more places like this — safe spaces where young people can be active, express themselves, and dream of something bigger,",A new skate park in Baghdad is the safe space Iraqi youth have longed for,AP News,,
KUcrhhp2yofOFDVSpR16,respond to sources of fire launched from Syrian territory.,War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,,
KWHYM5EItXwIPDRVX8aL,His body is not whole anymore. Throw him into the river or burn what’s left of him and find your peace.,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
KhuQkb2AsOPRMwxtFKxX,violates the rights to freedom of expression and religion.,The Two-Way,NPR,,
Kvw5DhrbbKWXCjATdg3b,"I encourage all the citizens of Kosovo to use this opportunity to decide on the next four years,","Kosovo’s governing party wins parliamentary election but without majority, preliminary results show",AP News,,
Kx2em1hdO4bKchLJA0bo,Saudi state,Trump says no right of return for Palestinians under Gaza plan,BBC,,
KyoKcM0Ge2rflde1TaCG,"Victims of human rights abuses around the world turn to the International Criminal Court when they have nowhere else to go, and President Trump’s executive order will make it harder for them to find justice,",Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
Kz9W0y7AQFwhFL5zPjsq,Does that qualify as being in circulation?,"So long, penny! Trump orders US to ditch 1-cent coin after decades of complaints",AP News,,
L0YBrK4U05NbJpRSQko7,Donald Duck crisis.,NPRWorld,NPR,,
L35IPCpDosS9Fy4cNhwM,"I highly value the fact that Putin's administration strictly opposes the U.S.' dominance,",The Two-Way,NPR,,
L4ztb4rKcMxYUbHmI9It,"Sunday Morning Futures,",Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
L7XcqQztcZfDOSLNdy8P,Alleged Pretendians List,Code Switch,NPR,,
L80fm8fNyaGhbDE6YKct,I’ll keep looking for justice and truth.,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
L90yszljeOOdjVEjrbG0,"Now, we have a safe space, and I hope this is just the beginning.",A new skate park in Baghdad is the safe space Iraqi youth have longed for,AP News,,
LCsT3L765mvjiPrWDYFa,Riviera of the Middle East,"Jeremy Bowen: Trump's Gaza plan won't happen, but it will have consequences",Unknown Source,,
LD3aKfzw0yGMB3uFrecP,I'm a nationalist and a globalist,The Americas,NPR,,
LDAQvzfzOVJeOa0P2LhY,"We have done a lot of work in the field of health, education, and infrastructure in the last 10 years,",Modi’s party wins most seats in high-stakes New Delhi polls for first time in 27 years,AP News,,
LGKeGEu7Cb8GEqxfm6bQ,"delays in allowing displaced Palestinians to return to northern Gaza, targeting them with airstrikes and gunfire across various areas of the Strip, and failing to facilitate the entry of humanitarian aid as agreed.",Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
LLcxWON3FiChE2wfdVm9,"These barriers do everything except their stated purpose of providing security,",More Israeli checkpoints are slicing up the West Bank,AP News,,
LPfTMJO1PObkUnOzd3G1,It’s well designed to make our life hell.,More Israeli checkpoints are slicing up the West Bank,AP News,,
LQmrr1te5xW1At3anXkB,So we called a Zoom meeting.,Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
LUBlCsqychWi9OxzFXAs,"They used to call me ‘the bishop of the red cassock,’ meaning I was a communist,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
LeFLrLpqVIqhYE5hJqO4,"For those of us who fight for memory, that battle was lost.","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
LivDTs01UOKBpoq0Qx7g,national energy emergency,Climate,NPR,,
LrgICTqLnjqzjEkz8nd6,only official and legitimate,The Two-Way,NPR,,
Lyhqa2pIg0ocGr78Iywu,the populists can say they won.,Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
M7r4lNZLX12IleAW0pst,"This is a much larger scale and it seems to be highly polished,",Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
MGPAqpBM6zu8nXI82TG5,"unite behind a political vision to resolve the Palestinian cause, based on the necessity of ending the historical injustice the Palestinian people have been subjected to.",Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
MIxsgWbK3OZi2vKAeK4K,"I really like what Miami Ed Tech is doing,",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
MJQ5qWQtSDVHQDB2RVti,is an attack on both accountability and free speech.,Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
MJexJBt7x6SifUNeMXpx,"This is a rogue court. This is a kangaroo court,",Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
MV11A6HAa5Qs1KZ8J281,"Trump’s actions portend a permanent shift in the landscape — not just a switch that flips back in four years’ time,",Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
MXod5UwlWXPMFTRdFSGr,take control,"Jeremy Bowen: Trump's Gaza plan won't happen, but it will have consequences",Unknown Source,,
MlKI8lKpIMdbFpPEP8ip,Trump shock again,Asia,NPR,,
Mly15lpa1F4ZfZRHNZ2M,"For people, it is a new phenomenon,",Pair of rare black wolves caught on camera in Polish forest by wildlife researchers,AP News,,
MrINIS1kSBFg86Ddyeom,human rights violations,The Two-Way,NPR,,
Mu6KrgYEM9oH6l39oRYt,"demands for logistical support or mandatory engagement with selected vendors that risk corruption and aid diversion,",UN official says Sudan paramilitary group is preventing life-saving aid from famine-hit Darfur,AP News,,
Mu6Wix21gu8u8y9k7bEp,"My face might be wrinkled, but my heart is strong,",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
MurD69QWw0je3ETJM0Gn,hostages square,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
MyiNkEiNgc0UoQUM8Hxw,Apocalypse Now,Pop Culture,NPR,,
N6Vp4Fudq6Aj7XJW5dWh,"We appeal to the U.S. government to review this, to understand that this is mutually beneficial,","HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,,
N7oqQ5Bn3o4NFmqkQ7Xy,strong support for our people.,Kosovo’s prime minister looks for allies for new Cabinet after failing to win parliamentary majority,AP News,,
NMxmweJtbiAF2wIfR0fL,I Have a Dream,Music Features,NPR,,
NQpQDCqaaS3qci0N978J,"For this purpose, they continue to promote slogans and positions which are separate from the political reality and far from the requirements of the political solutions to the conflict.",Trump says no right of return for Palestinians under Gaza plan,BBC,,
NSWJC3JvKWoF3lhuI2uR,it's gotta be a culture shock.,Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
NW3hfJkqCaUfeYuLFP6m,"In the past three years, Putin had to see that his crimes against humanity, such as the abduction of Ukrainian children, do not remain without consequences.",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
Nm1L5Cubx7tBkV1gUhzi,reminded me how weak workers like me can be when industries get everything automated.,Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
NszNalxenDG2n2IN3KBB,frustration should not allow Colombia to return to an era of political and social exclusion that generates violence.,Colombia’s interior minister resigns as cracks deepen in President Petro’s coalition,AP News,,
NxNUudx1l2KnHR4BCMMT,Trump shock again,News,NPR,,
OFfNFQKu66jpgE3h84eJ,"Standing up for international law and for the International Criminal Court is in our own maximum security interest,",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
ONULOu88ee73Mb6zyxIf,"I think that the citizens for the most part recognize his effort to improve security,",Who is Daniel Noboa? The conservative millionaire president seeking reelection in Ecuador,AP News,,
Of3kd0LXidvqBEr6Xj73,"imposing tariffs results in a substantial
portion of the tariffs being borne by consumers of the country that enacts the
tariffs, through price increases",Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
Ogd1H4mRwRFczVjQexDU,"You know I always say we have to be protective of our geniuses because we don't have too many. But that one is a good one,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
P3jzU5Mh0LYbsXpk0aRt,"affordable, reliable and secure energy",Efforts to put carbon dioxide underground face less support in Trump’s second term,AP News,,
P5da7Nb9zZvqoIs7HDdq,"A lot of people disappeared, but we didn’t have any details,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
P9XYRFKRsrMuaDVQfq1T,It’s the first time where we have such a problem among allies.,Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
P9hScaQ14q6ch2WGSiAq,devastating blow to Luton,NewsNews,Unknown Source,,
PAFIOd91jaW8Kku39wTc,"The usurper is finally gone,",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
Pu4ufHFI2WHz7qGwbQIL,"reimagined, restored and expanded",Europe,NPR,,
Q8q5B9T9zvbXnlCJBD5k,baseless arrest warrants,Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
Q9DAcQ1YhEptiDm0piqv,"This is probably the only country in which the political party that supported a dictator, once he is gone, remains in power,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
QBj3vhJWLmr7pO8dIUQq,"Automation affects people that don’t have access to the Internet,",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
QPesQ2TWYd2U8vfc9Oy5,Grandma Got Run Over by a Reindeer.,All Songs Considered,NPR,,
QQP63As8EJ6dHih1r8kf,Trump shock again,Economy,NPR,,
QRwLJ7SjKETu0saZIhf5,"we, the students, can get together and change the society and our corrupt system ... put an end to all of this.","Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,,
QY8FvivIyGdnJeTOAOJh,an incredible waste of taxpayer dollars.,Trump is trying to halt the EV charger buildout. Experts say it’s not that easy,AP News,,
QYT77S7jyC0qHpksKE8m,"I thought it would be a good thing for the country to have the president at the game,",Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
QdaIi0MhFSbfulmTo2pZ,Golden Age in Arts and Culture.,Culture,NPR,,
Qk8OCfjzGyeHhzD0CrHG,criminal organisation,Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
QtmB6ZWSZoCk59MyADol,dehumanizing poverty.,Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,,
Qz8hZGFV08t9nrsSDUGm,either disproportionate or indiscriminate or both.,The Two-Way,NPR,,
R2YE8of25pfWwjnAmfhD,I felt no disgust or fear.,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
R2mXJfkWm0R8ReOshvkE,has the votes guaranteed for reelection.,Who is Daniel Noboa? The conservative millionaire president seeking reelection in Ecuador,AP News,,
RCIXgnzWlWmA3BdMLcsr,The Phantom Tollbooth.,Pop Culture,NPR,,
RDI9gdv5vxf7fUhieCDO,not for sale,Trump says no right of return for Palestinians under Gaza plan,BBC,,
RE13OjqEQ8oG4yR6rZIx,"There’s no culture which doesn’t have a ritual for mourning. A disappearance is the denying of this ritual, and that’s why it’s impossible to let go.","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
Rc66F3CZeHrq2DRHdHXr,"Sanctioning the ICC threatens the court’s independence and undermines the international criminal justice system as a whole,",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
RjdzXaOLBvaTAIQ5elBi,This is the moment we were made for. Let,Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
RlR6KEmpok91sbgf1xa2,Legend of Zelda,Gaming,NPR,,
RyUkubVtG6cjzIZlQcLK,"We love planning, it’s our favorite thing,",Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
RyWuFioIQJsrcuQXPgpw,medical attention,NewsNews,BBC,,
S2rgfDXo4BUK5TYWsdTi,"Hajj Fauzi’s shack, hot and cold drinks,",More Israeli checkpoints are slicing up the West Bank,AP News,,
S7hVvlg89kHijksqYq6F,"I don't know how to put it into words,",NewsNews,BBC,,
SBq2XYoXYhiQIsOOknDo,Trump shock again,NPRWorld,NPR,,
SCqTIhEyv2PzMYeMNAd9,"You can disagree with the court and the way it operates, but this is beyond the pale,",Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
SKr8uASO86gEdbSojgKE,"It’s something new and unusual,",Pair of rare black wolves caught on camera in Polish forest by wildlife researchers,AP News,,
SOWNw4Qks9i33pkAUSTx,"In the areas of the Kursk operation, new assaults have taken place,",Zelenskyy confirms a new Ukrainian offensive in Russia’s Kursk region,AP News,,
SUGcruGa0VolESstGFic,"many people
were standing and lots of people were starting to stand up",Trial witness identifies Rushdie stabbing suspect as being responsible,BBC,,
ScgRShNRnajtCFbzo69c,"This was an unexpected move from Mr. Trump and everything went wrong and against us and leave us in severe danger under the Taliban regime,",They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,,
Sdllwk0tHYpcg3vJE8Nn,electoral process passed on quietly and without serious incidents.,"Kosovo’s governing party wins parliamentary election but without majority, preliminary results show",AP News,,
T39P5I324zCxB87EOfvw,disappeared,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
T8xL1LiAqFjzWLP4Mli7,"condemnation, disapproval and total rejection announced by the brotherly countries towards what Benjamin Netanyahu stated regarding the displacement of the Palestinian people from their land",Trump says no right of return for Palestinians under Gaza plan,BBC,,
T9mD85iPq8ZQ9pCkobx5,"there should be no negotiations with such a government,","With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
TASJBNQXbGHdnFH9IxCs,"The people won. Vetevendosje! won. We are the winners who will form the next Cabinet,",Kosovo’s prime minister looks for allies for new Cabinet after failing to win parliamentary majority,AP News,,
TBeYhAtjScBSft9PBEyF,a real thing,Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
TIHfMTQvI8L3rJvI49dj,I think we never will.,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
TKOLn3H5HalT6fAh3Plg,I'm a nationalist and a globalist,Middle East,NPR,,
TL1PeMwXwgvcIks0Yiay,"This is a useless endeavor because, in any case, I will leave office in a few months after the election of the new president,",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
TQ4vVWsV9swB0ltlKLsO,idiot accusation,An Albanian court orders the capital’s mayor into custody and accuses him of corruption,AP News,,
TQAvZ8yMkTTs1tzD0VK9,"Let me tell you that my students cried after hearing that Trump has suspended the refugee program for us,",They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,,
TehYnChT5BHgOHmE9D3z,"They are living in Afghanistan, our mothers, our fathers, and brothers.",They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,,
Tg7q4Dta8Z6t1RQklPCT,I'm a nationalist and a globalist,NPRWorld,NPR,,
TjbJNRJ5fVRBH3VTQdpb,"The people won. Vetevendosje! won. We are the winning subject who is to form the next Cabinet,","Kosovo’s governing party wins parliamentary election but without majority, preliminary results show",AP News,,
TnJk5wBbetCS5riBaypJ,"And I don’t think that is any country except perhaps Lebanon, and maybe one or two other exceptions, who are really over the limit,",Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,,
TuzBAn8p5j704MsBtZzf,Just Cause.,The Americas,NPR,,
Tx70F7tKfnUdabbw8itw,verify testimonies,Former Colombian President Uribe denies bribery and witness tampering charges in historic trial,AP News,,
Tz2WAzBm02X9Zm8CJyUC,"I’ve seen firsthand how many co-workers were swapped for kiosks or chatbots,",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
U1FJ2CDUxay4sjxRdsAm,martyrs fund,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
U7QCsvh5yzeBkIwoJrBg,"If you don’t have convenient access either where you live or where you work or in between, why would you get an EV? It just doesn’t make sense,",Trump is trying to halt the EV charger buildout. Experts say it’s not that easy,AP News,,
U9nTiFhLrmNWr2JfR5BE,martyrs fund,Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
UD1l3WVa7eVPxgVr63CK,"warning signal,","Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
UGUxZqo0JGVgOij1v1KT,"obstruction, undue interference and operational restrictions",UN official says Sudan paramilitary group is preventing life-saving aid from famine-hit Darfur,AP News,,
UJhqvpltLInj3PA91ydD,"All we want to do is go home,",More Israeli checkpoints are slicing up the West Bank,AP News,,
ULHN3DvHTNvELwm2TGxb,Rwanda felt excluded while Burundi and Uganda were welcome,Could a rebellion in eastern Congo widen into a regional war?,AP News,,
UYb8JDRK2Hmdnj4jAyY9,neither me nor my family are related to the word ‘corruption.’,An Albanian court orders the capital’s mayor into custody and accuses him of corruption,AP News,,
Uaz87AScDNZ12BHW4WUR,"It's beyond repair,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
Ud1jGlQ6YNiXMcw2GuTs,We call on state DOTs and program administrators to continue executing this program until new guidance is finalized.,Trump is trying to halt the EV charger buildout. Experts say it’s not that easy,AP News,,
UdbhN3TlJZf2D6KZCOz2,"I'm committed to buying and owning Gaza,",Trump says no right of return for Palestinians under Gaza plan,BBC,,
UfzW41tqtq8UOFwzFjn1,"Four months have passed and no one was held accountable for the deaths of 29 of our fellow-citizens,","Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,,
UsGKwcxKTq63n2UIXYhK,I'm a nationalist and a globalist,Analysis,NPR,,
UujMJOxZmre0otQr0pZg,"He's only concerned with the objective at hand. I think he views interpersonal issues and conflicts as ancillary things that are not worth his time,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
Uwo3vFcLSMs39ySeKKEW,invest heavily,Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
V13x7P4an1LpKEw2pTpX,"pure protectionism,",The Two-Way,NPR,,
VFfv5VX1fQD738zBi6B3,"focused on the treatment of immigrants and refugees, foreign aid, expansion of the death penalty, and the environment, are deeply troubling and will have negative consequences, many of which will harm the most vulnerable among us.",Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,,
VRPphFZkF5Xru0UPoi3z,symbol of resiliency.,Performing Arts,NPR,,
VVRfr6GeQPNVCAHaaBm3,tantamount to ethnic cleansing,Trump says no right of return for Palestinians under Gaza plan,BBC,,
VY3jGQ1ofjLt75vuJZiX,no one stands above international law.,ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
VfjY6npfRfGzpKzTHnb8,"The reason why they are indigenous is because they have adapted to the climatic conditions and the diseases found in the area they originally came from,","Who can share seeds? As climate change and counterfeits hurt Kenyan farmers, it’s a growing question",AP News,,
VjRG5ecg26zDViallc3q,"Coming from the wealthiest man on the planet, that feels pretty grotesque,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
Vk4qWcTkLDSepnvEEOR6,"By skating in polleras, we want to show that girls and women can do anything, no matter how you look or how people see you,",Art & Design,NPR,,
VoeujFm1oKPLKhhcHUU3,"We didn’t even though about providing spiritual accompaniment,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
W1YAMzJQZrWbQvtAZMPD,"drill, baby, drill",Efforts to put carbon dioxide underground face less support in Trump’s second term,AP News,,
WAqBbsweTL1mOZlRcbYk,illegitimate and baseless actions targeting America and our close ally Israel.,ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
WBO0k4BB148ff6WRF5nm,"I’m certain about their identities, but relatives won’t give me a blood sample to verify because they don’t want anyone to know they were communists.","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
WCLYsMJ04eoft4sXYTNp,"Just in our clinic, requests for assessments have doubled in the last two years,",Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,,
WDUnBXjjYHp8OxdYm3ks,take control,Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
WFJDbCYis3ehm9OK0tuG,"As we can see in Serbia, the protests there are effective because they are massive. Other people are joining the students and they are persistent,","Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,,
WGZ9rvPTA1pNEbzQVv5d,"We will resist any threat by the West without any fear,","With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
WMx1Ujxk7KOQQoa0OMjv,Those fights are what allow us to have at least a modest space where we can now speak out.,"Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
Wla5Ue5SvUQFj1HGd7TN,We won’t stop!,"Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,,
