quote_id,quote,article_title,source,total_score,emotional_weight,interpretative_space,memorability
HK6qeTjDQ5ZTyoOiDsF5,"When a person dies, you hold a wake according to your religion, but for us, there’s always a question: What if they’re alive?",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,0.8333333333,2,2,1
Mly15lpa1F4ZfZRHNZ2M,"For people, it is a new phenomenon,",Pair of rare black wolves caught on camera in Polish forest by wildlife researchers,AP News,0.5,1,1,1
TQAvZ8yMkTTs1tzD0VK9,"Let me tell you that my students cried after hearing that Trump has suspended the refugee program for us,",They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,0.1666666667,1,0,0
ZS9WNaWDwsfayGPL7PG3,tearing communities apart and largely paralyzing daily life.,More Israeli checkpoints are slicing up the West Bank,AP News,0.1666666667,0,1,0
bknRuPOQwD25EGezf6uA,Every night I thought: Tomorrow we won’t wake up. Which of them will kill us? The insurgents or the military?,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,0.6666666667,2,1,1
arhEWKC5YizDJ4saf6tI,"For as long as I live, I will demand justice for all and find out why my husband was killed.",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,0.6666666667,2,1,1
frxRoEmshWBvJjo7oWgV,revolutionary and creative,Trump says no right of return for Palestinians under Gaza plan,BBC,0.6666666667,2,1,1
WMx1Ujxk7KOQQoa0OMjv,Those fights are what allow us to have at least a modest space where we can now speak out.,"Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,0.6666666667,1,1,2
clAIihCLkOD5N5keoxDG,"Very simply it’s if they charge us, we charge them,",Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,0.6666666667,1,1,2
3jQyNnbUBkI1qRQKxTgx,not viable as a country,Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,0.1666666667,1,0,0
9BEd4Ik0kMN3TxwDZOIe,has not hesitated to use the law and the Constitution to keep things working the way he wants,Who is Daniel Noboa? The conservative millionaire president seeking reelection in Ecuador,AP News,0,0,0,0
G09zrrHMR4WzsSVRadmZ,Afro Goddess Looking Forward.,Art & Design,NPR,0.8333333333,2,1,2
J7SxM8thVLnJrZLYOk12,He was deeply respected and loved by his fellow Marines.,US Marine from California identified as one of 4 people killed in Philippines plane crash,AP News,0.6666666667,2,1,1
K0nZ7vsqprdDLdNLQaNE,"I am unable to respond to a theoretical question,",Key US trade partners nervously wait for Trump to reveal new tariffs,BBC,1,2,2,2
LQmrr1te5xW1At3anXkB,So we called a Zoom meeting.,Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,0,0,0,0
RE13OjqEQ8oG4yR6rZIx,"There’s no culture which doesn’t have a ritual for mourning. A disappearance is the denying of this ritual, and that’s why it’s impossible to let go.","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,0.8333333333,2,1,2
S2rgfDXo4BUK5TYWsdTi,"Hajj Fauzi’s shack, hot and cold drinks,",More Israeli checkpoints are slicing up the West Bank,AP News,0,0,0,0
WzrO6XymLW5nEawNDAVv,"It means he was detained, tortured, killed and disappeared. That should weigh heavily on society.","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,0.8333333333,2,1,2
c1mKicS2N24JUu7veY83,"Every disappearance attacks the right to mourn,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,0.6666666667,1,1,2
eFvssFipHzUo003OxNqq,His Highness,"Aga Khan, the leader of Ismaili Muslims, laid to rest in Egypt during private burial ceremony",AP News,0.3333333333,1,1,0
fJJJJuXiGaYZqAMDTdeX,That’s not an assumption they can make because — why are we protecting another country?,Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,0.1666666667,1,0,0
UfzW41tqtq8UOFwzFjn1,"Four months have passed and no one was held accountable for the deaths of 29 of our fellow-citizens,","Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,0.6666666667,2,1,1
YIICTRGWTeO7Hjv4FXbx,"They only go back because they have no alternative,",Trump says no right of return for Palestinians under Gaza plan,BBC,0.8333333333,2,2,1
3htKrM6g9vBv6GNHRoLq,relatively normal,Trial witness identifies Rushdie stabbing suspect as being responsible,BBC,0.8333333333,1,2,2
4tQADisMEGyZgyguFDhz,the Riviera of the Middle East.,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,0.1666666667,0,0,1
AfqM1Bx0Cod7MvkXLj2C,medical attention,NewsNews,BBC,0,0,0,0
Fsm9Nv0LzKgOw9iLDzKF,Delaying their release means that some of them will not survive.,Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,0.3333333333,1,0,1
ItDirrNSn1uD4Z4wBxNQ,"Reform is the only path to a true salvation,",War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,0.3333333333,1,0,1
Kz9W0y7AQFwhFL5zPjsq,Does that qualify as being in circulation?,"So long, penny! Trump orders US to ditch 1-cent coin after decades of complaints",AP News,0.3333333333,1,1,0
QPesQ2TWYd2U8vfc9Oy5,Grandma Got Run Over by a Reindeer.,All Songs Considered,NPR,0.6666666667,1,2,1
Tz2WAzBm02X9Zm8CJyUC,"I’ve seen firsthand how many co-workers were swapped for kiosks or chatbots,",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,0.3333333333,1,0,1
UdbhN3TlJZf2D6KZCOz2,"I'm committed to buying and owning Gaza,",Trump says no right of return for Palestinians under Gaza plan,BBC,0,0,0,0
VjRG5ecg26zDViallc3q,"Coming from the wealthiest man on the planet, that feels pretty grotesque,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,0.3333333333,1,1,0
dV4lJGXTakYeu0Ou5nXA,much better,Trump says no right of return for Palestinians under Gaza plan,BBC,0.1666666667,1,0,0
hx92Uw1qjNXIQSqUY4CM,"Whatever he decides, goes",Trump ally Musk is remaking government - but will they clash?,Unknown Source,0.5,1,1,1
nxuu52bvuk5d9ZQGo3TD,We learned this from our fathers to devote ourselves for the cause of the Islamic Republic.,"With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,0.6666666667,2,1,1
Iz2ESBAZto4SQbQDTk4n,foundations for a collective approach,Could a rebellion in eastern Congo widen into a regional war?,AP News,0.5,1,1,1
DrYz4UsfpVfYxhpYiN8r,"We are not a bad ally,",Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,0.5,1,1,1
CJ5Fbl8R3rcuFHcme7I5,"without problems that could violate its integrity,","Kosovo’s governing party wins parliamentary election but without majority, preliminary results show",AP News,0.5,1,1,1
jP9IPTadBr6HVQ9quaXW,suffocating restrictions,More Israeli checkpoints are slicing up the West Bank,AP News,0.6666666667,1,1,2
Bygh7gMvuvpEYcxMlLPa,"People can come from all over the world and live there, but we're going to take care of the Palestinians.",Key US trade partners nervously wait for Trump to reveal new tariffs,BBC,0.3333333333,1,0,1
M7r4lNZLX12IleAW0pst,"This is a much larger scale and it seems to be highly polished,",Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,0.3333333333,1,1,0
l9ddStdVg98AExSRjH6E,"Retraining workers and preparing them for new jobs needs to be better supported by the system. To be honest, these times with automation and AI feel very unreliable and constantly changing, but I guess we just have to learn how to adapt.",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,0.5,1,2,0
ByON7eBcsFAnuXxuiAHy,beautiful sites,Key US trade partners nervously wait for Trump to reveal new tariffs,BBC,0,0,0,0
abt3OurNFu4wyDD6j3p3,comprehensive and just peace,Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,0.6666666667,2,1,1
0xLA5V4cBDtuRiWTqCRC,That was the nuance to it… but at the end of the day someone got fired because they admitted that their trash can was overflowing.,Trump ally Musk is remaking government - but will they clash?,Unknown Source,0.6666666667,1,1,2
138LvF1DUV9liGQKT9cP,restore biological truth,Science,NPR,0.5,1,1,1
1SFoDUZIPuYxy7PekOEK,Rwanda decided to assert itself.,Could a rebellion in eastern Congo widen into a regional war?,AP News,0.3333333333,1,0,1
2T2XKHXQIEttsZs8J3O8,There’s no legal basis,Trump is trying to halt the EV charger buildout. Experts say it’s not that easy,AP News,0,0,0,0
N6Vp4Fudq6Aj7XJW5dWh,"We appeal to the U.S. government to review this, to understand that this is mutually beneficial,","HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,0.6666666667,2,1,1
N7oqQ5Bn3o4NFmqkQ7Xy,strong support for our people.,Kosovo’s prime minister looks for allies for new Cabinet after failing to win parliamentary majority,AP News,0.3333333333,1,0,1
NMxmweJtbiAF2wIfR0fL,I Have a Dream,Music Features,NPR,0.6666666667,1,1,2
WGZ9rvPTA1pNEbzQVv5d,"We will resist any threat by the West without any fear,","With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,0.6666666667,2,1,1
L7XcqQztcZfDOSLNdy8P,Alleged Pretendians List,Code Switch,NPR,0.5,1,1,1
MJexJBt7x6SifUNeMXpx,"This is a rogue court. This is a kangaroo court,",Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,0.3333333333,1,0,1
MurD69QWw0je3ETJM0Gn,hostages square,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,0,0,0,0
T39P5I324zCxB87EOfvw,disappeared,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,0.5,1,2,0
kfXLVkISkiUhTDdrW65s,set clear red lines from the United States,War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,0.1666666667,1,0,0
T9mD85iPq8ZQ9pCkobx5,"there should be no negotiations with such a government,","With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,0,0,0,0
PAFIOd91jaW8Kku39wTc,"The usurper is finally gone,",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,0.6666666667,2,1,1
fAQ9YZoQ0oFWdbMLj8No,Sly will be ... the first domino in a long list of people that will self-sabotage.,Culture,NPR,0.6666666667,1,1,2
izA2mTUY5z6NEjkaul3t,an unpatriotic move that violates one of our core national principles.,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,0.3333333333,1,0,1
ewRVScGQPc0jUJGMbGx8,"All the Lonely People,",Analysis,NPR,0.6666666667,2,1,1
HaIOxTjGNJEse6blu6Nm,two states for two peoples,"Jeremy Bowen: Trump's Gaza plan won't happen, but it will have consequences",Unknown Source,0.5,2,0,1
Jms5M0MQAjs9j6bsRdA8,"so important that if I go back, the Taliban will kill me.",They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,0.6666666667,1,1,2
QtmB6ZWSZoCk59MyADol,dehumanizing poverty.,Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,0.6666666667,2,1,1
UYb8JDRK2Hmdnj4jAyY9,neither me nor my family are related to the word ‘corruption.’,An Albanian court orders the capital’s mayor into custody and accuses him of corruption,AP News,0.1666666667,1,0,0
nXvtBzNcUehqCm9DJuY6,fatal victims,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,0.3333333333,1,0,1
bzlQhMfZO68nfS9gC94K,"Things are fundamentally changed and I don’t think the aid system is going to be the same again,",Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,0.5,1,1,1
kKdlcrMoLLYPG3KodUHz,"code-switch,",Code Switch,NPR,0.6666666667,1,1,2
lqrsvMnoiixrD7NT5BnX,Its decisions have also only contributed to exacerbating insecurity in already difficult parts of the world.,ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,0.5,1,1,1
3KpTORCuyzw5q2LOw9Ct,"They associate the European Union with human rights, with rule of law and with a better life. To get that, the new government has to work very, very actively. Hard homework is needed to be done. Reforms have to be done,",Kosovo’s prime minister looks for allies for new Cabinet after failing to win parliamentary majority,AP News,0,0,0,0
GwNJbCrmdfBVmBYk7zKC,"Most of the unawarded money is sitting in state Department of Transportation bank accounts ready to be spent,",Trump is trying to halt the EV charger buildout. Experts say it’s not that easy,AP News,0,0,0,0
HckdmXvUk4BPjoqgYKv1,"monopolize the carrying of weapons,",War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,0.1666666667,1,0,0
L0YBrK4U05NbJpRSQko7,Donald Duck crisis.,NPRWorld,NPR,0,0,0,0
MGPAqpBM6zu8nXI82TG5,"unite behind a political vision to resolve the Palestinian cause, based on the necessity of ending the historical injustice the Palestinian people have been subjected to.",Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,0.1666666667,1,0,0
UGUxZqo0JGVgOij1v1KT,"obstruction, undue interference and operational restrictions",UN official says Sudan paramilitary group is preventing life-saving aid from famine-hit Darfur,AP News,0.1666666667,1,0,0
ULHN3DvHTNvELwm2TGxb,Rwanda felt excluded while Burundi and Uganda were welcome,Could a rebellion in eastern Congo widen into a regional war?,AP News,0,0,0,0
cja4IZ1VyBfUcsMchEJQ,"The hostages are in a clear and present danger. Their lives are at risk,",Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,0.1666666667,1,0,0
mQd2WeQDJv14d3gnjby1,horrendous.,Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,0.5,1,1,1
hcej8pc94EgFuDJA6reN,Why would you need to be so disruptive for that 1%?,"HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,0.6666666667,2,1,1
cb6dUDdMhvKIvrIdwbXt,unacceptable and dangerous,NewsNews,BBC,0.6666666667,1,2,1
CNZhY9TzDgmX9NrVI4je,"There is wide variability in this country in how people diagnose, how strict they are, and who they diagnose,",Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,0.1666666667,0,0,1
bk8eW0kipaFaktcXOQ01,"We have to do everything to avoid this totally unnecessary and stupid tariff war or trade war,",Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,0.3333333333,1,0,1
o0c2JjOKplSshigv9PHs,"Gaza is not a property to be sold and bought. It is an integral part of our occupied Palestinian land,",Trump says no right of return for Palestinians under Gaza plan,BBC,0.3333333333,1,0,1
Cx2KMaYZc918fU6Q9btf,They pressure the Palestinian people and the Palestinian economy. They make people want to leave their country.,More Israeli checkpoints are slicing up the West Bank,AP News,0.5,2,0,1
HN0pqIOZ4IhYTv1JgtEf,"We have 25 male and female skaters now, but with this park, that number will definitely grow,",A new skate park in Baghdad is the safe space Iraqi youth have longed for,AP News,0,0,0,0
MJQ5qWQtSDVHQDB2RVti,is an attack on both accountability and free speech.,Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,0.6666666667,1,2,1
Tx70F7tKfnUdabbw8itw,verify testimonies,Former Colombian President Uribe denies bribery and witness tampering charges in historic trial,AP News,0,0,0,0
VVRfr6GeQPNVCAHaaBm3,tantamount to ethnic cleansing,Trump says no right of return for Palestinians under Gaza plan,BBC,0.1666666667,1,0,0
WBO0k4BB148ff6WRF5nm,"I’m certain about their identities, but relatives won’t give me a blood sample to verify because they don’t want anyone to know they were communists.","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,0.6666666667,1,1,2
YKScDFvG3zGzehKwF1r1,"Sometimes we won't agree with it, and we'll not go where he wants to go. But I think he's doing a great job,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,0.6666666667,1,1,2
ZpCQZ2Oq6J8LidhJEKX5,"My preferred title is just 'Tech Support,'",Trump ally Musk is remaking government - but will they clash?,Unknown Source,0.6666666667,1,2,1
nsYdNTNFI2FYevRkLTxb,"Recent evidence from those released, as well as the shocking conditions of the hostages released last Saturday, leaves no room for doubt — time is of the essence, and all hostages must be urgently rescued from this horrific situation,","Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,0.3333333333,2,0,0
eLKCnmjoJTGg5qNTYOSb,"We have seen that indigenous seeds are more resilient and perform better in our area even when there is reduced rainfall,","Who can share seeds? As climate change and counterfeits hurt Kenyan farmers, it’s a growing question",AP News,0,0,0,0
23uJriPUYJcuiibeJ3RB,"I looked up to Whitney and Mariah and Celine endlessly,",Movies,NPR,0.8333333333,2,1,2
5R3Nl1LDqC5IkQmvqVQn,It's a new chapter for America.,Trump ally Musk is remaking government - but will they clash?,Unknown Source,0.1666666667,1,0,0
5zjenQgP3wxz8f0cUYUQ,They will not allow a settlement,Could a rebellion in eastern Congo widen into a regional war?,AP News,0,0,0,0
6zJfBfsZLKZFW9J37Prh,a smart guy,North Korea’s Kim slams US-South Korea-Japan partnership and vows to boost his nuclear program,AP News,0.5,1,1,1
8PdU4g4jBGIZyaaPdloe,"criminal organization,",Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,0.1666666667,1,0,0
8p7r6VRr8tFjPivd4MCw,"Elon can't do and won't do anything without our approval, and we'll give him the approval where appropriate. Where it's not appropriate we won't,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,0,0,0,0
9NSW6YGp8NNoKkpDm9BA,while trying to reduce the delay as much as possible in order to mitigate harm.,More Israeli checkpoints are slicing up the West Bank,AP News,0.3333333333,0,1,1
Cv1L5uINZSL0JoSn5BDj,"There are places where the court makes perfect sense. Russia is a failed state. People fall out of windows. But I never in my wildest dreams imagined they would go after Israel, which has one of the most independent legal systems on the planet.",Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,0.1666666667,1,0,0
EGm65zRbYT3ilianxpuq,"we are committed to fostering a culture of diversity, equity and inclusion.",Business,NPR,0.1666666667,1,0,0
Q9DAcQ1YhEptiDm0piqv,"This is probably the only country in which the political party that supported a dictator, once he is gone, remains in power,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,0.3333333333,1,0,1
Vk4qWcTkLDSepnvEEOR6,"By skating in polleras, we want to show that girls and women can do anything, no matter how you look or how people see you,",Art & Design,NPR,0.3333333333,1,1,0
nLEbghcvDeagg4MBjr3X,"I knew businesses were always trying to improve efficiency,",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,0.5,1,1,1
gC8ti2hed4z1sbSHXjQq,not a religious zealot.,North Korea’s Kim slams US-South Korea-Japan partnership and vows to boost his nuclear program,AP News,0,0,0,0
B1zoZzJksp0srOH1e010,I campaigned on this.,Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,0,0,0,0
H5XDwVrO4VhgHl8CQjAo,"Sanctions are for human rights violators, not those working to hold rights abusers to account,",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,0.1666666667,1,0,0
SCqTIhEyv2PzMYeMNAd9,"You can disagree with the court and the way it operates, but this is beyond the pale,",Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,0.1666666667,1,0,0
WFJDbCYis3ehm9OK0tuG,"As we can see in Serbia, the protests there are effective because they are massive. Other people are joining the students and they are persistent,","Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,0,0,0,0
boeast9xi7g3Z7RewAJp,verified nuclear peace agreement,"Jeremy Bowen: Trump's Gaza plan won't happen, but it will have consequences",Unknown Source,0,0,0,0
g5bc8kCHfd6tvYyR7GlB,"restore confidence between citizens and the state, between Lebanon and its Arab surroundings, and between Lebanon and the international community",War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,0,0,0,0
jn3b3tTLIFV9DsdxaF2l,"Now the settlement can take the next step forward,","Hawaii court rules against insurance companies in Maui wildfire, allowing $4B settlement to proceed",AP News,0.3333333333,1,1,0
gdxpqLDHuXRJXBeMMcYD,viper’s nest of radical-left marxists who hate America.,Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,0.1666666667,1,0,0
gd3X0q8WFeSAcrdqt65C,"The persistent restrictions and bureaucratic hurdles …. are preventing life-saving assistance from reaching those in desperate need,",UN official says Sudan paramilitary group is preventing life-saving aid from famine-hit Darfur,AP News,0.3333333333,1,1,0
J91sSqCvEecU2g8DAwjh,"We do not consider the proposal to exile the Palestinians from the lands they have lived in for thousands of years as something to be taken seriously,",Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,0,0,0,0
VfjY6npfRfGzpKzTHnb8,"The reason why they are indigenous is because they have adapted to the climatic conditions and the diseases found in the area they originally came from,","Who can share seeds? As climate change and counterfeits hurt Kenyan farmers, it’s a growing question",AP News,0,0,0,0
XE4C8oi9o5FN2Rz3c8QS,"The current crisis is, above all, an attack on (Congo’s) sovereignty and security, and not an ethnic question,",Could a rebellion in eastern Congo widen into a regional war?,AP News,0,0,0,0
4VouyMCNXLO5OzPLztq3,That may have exacerbated the symptoms for people who’d had mild ADHD but were able to cope,Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,0,0,0,0
A0J3ELNIhslyezIn0ngK,"If the government thinks that its programs have been distorted by ideology, well, then they should reform the programs,",Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,0.5,1,1,1
IjE2blNbzpwqF6EnTs13,opaque and deceptive business conduct.,The Two-Way,NPR,0.5,1,1,1
L4ztb4rKcMxYUbHmI9It,"Sunday Morning Futures,",Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,0.1666666667,0,1,0
P9XYRFKRsrMuaDVQfq1T,It’s the first time where we have such a problem among allies.,Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,0.1666666667,1,0,0
VoeujFm1oKPLKhhcHUU3,"We didn’t even think about providing spiritual accompaniment,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,0.3333333333,1,1,0
ScgRShNRnajtCFbzo69c,"This was an unexpected move from Mr. Trump and everything went wrong and against us and leave us in severe danger under the Taliban regime,",They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,0.3333333333,2,0,0
TQ4vVWsV9swB0ltlKLsO,idiot accusation,An Albanian court orders the capital’s mayor into custody and accuses him of corruption,AP News,0,0,0,0
Iu7RVCJe1osYIlUtiA1z,I have ADHD,Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,0.1666666667,1,0,0
XZ0PDcMiMA7m0cGmT4Kn,"registered,",What the Westminster show dogs’ names mean,AP News,0.1666666667,0,0,1
TASJBNQXbGHdnFH9IxCs,"The people won. Vetevendosje! won. We are the winners who will form the next Cabinet,",Kosovo’s prime minister looks for allies for new Cabinet after failing to win parliamentary majority,AP News,0.1666666667,1,0,0
Nm1L5Cubx7tBkV1gUhzi,reminded me how weak workers like me can be when industries get everything automated.,Latino workers working to overcome a technological divide brought on by automation and AI,AP News,0.6666666667,1,1,2
duWVb2YpwP4PXReRHeba,"And for that, having a political operator is mission-critical.",Colombia’s interior minister resigns as cracks deepen in President Petro’s coalition,AP News,0.1666666667,1,0,0
cJqnkb5pOJPpPPbbKVwJ,withdraw from Lebanese territory until the last inch.,War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,0.1666666667,1,0,0
cVguvl17bYONCZ8mnaq9,in amounts the secretary decides are necessary to meet the needs of the United States.,"So long, penny! Trump orders US to ditch 1-cent coin after decades of complaints",AP News,0,0,0,0
0FKKO6wMSd4phZIs1YEj,"regain the trust of its workforce, particularly its racialised workforce, and the communities that it’s meant to be working with, especially racialised communities","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.1666666667,1,0,0
0J8C1xnmi3dfHQexTqgR,Nordelta Capybaras – We Are Your Voice,Contraception for capybaras: Buenos Aires suburb’s rodent plan stirs debate,The Guardian,0,0,0,0
0MXnaUFtuLnhWc4354AP,"We have a common strategy, and we can’t always share the details of this strategy with the public",Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,0,0,0,0
0V1k4OWmt9dB9rgbcVFp,"We believe that Putin will wage war against Nato,",Ukraine recaptures frontline village amid signs of slowing Russian advance,The Guardian,0,0,0,0
0cvi91DM7NG2DXh3EcYm,"There has been an awakening, particularly among the youth, to Sanatana Dharma [the principles of Hinduism], and we see more are committing to become sadhus than ever before.",‘There has been an awakening’: ancient sects on the rise in Modi’s India,The Guardian,0,0,0,0
0rL9a4phGKkPYG7ZWopi,excessive growth,Contraception for capybaras: Buenos Aires suburb’s rodent plan stirs debate,The Guardian,0.5,1,1,1
0uHHbo6rc763xbFcgsb9,Canada is the second largest landmass! The first nation of hockey! And the best part of North America! My name is Joe! And I am Canadian!,Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,0.6666666667,2,0,2
11fh6WoZDPGrRouEqlOL,positive step,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.6666666667,1,1,2
12497nojpjS1oz3FyOa9,They’re only feeling what we’ve been feeling for the last 175 years. It’s how the government has treated First Nations in Canada.,Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,0.1666666667,1,0,0
1QO5uLscWm19LysK8dvX,careful they don’t dehumanise marginalised communities,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.1666666667,1,0,0
1amAYgfmUVEMuqTGxUZl,a real recipe for injustice,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.6666666667,1,1,2
1bNx81WaWgOHXkKdyTjy,"No government in the past has recognised and respected akharas and sadhus like the Modi government,",‘There has been an awakening’: ancient sects on the rise in Modi’s India,The Guardian,0,0,0,0
1fPbCOqmip4j81TV0Que,"Up to this day, the previous government and today’s government have not been able to accept or to take the stand and call the Nigerian government to say stop,",Brother of British national held in Nigeria says UK has ‘turned its back’,The Guardian,0.1666666667,1,0,0
1lzEuLYHmSvJ7DXQ5oqD,going backwards,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.8333333333,2,1,2
2VJbo1zPaFTfxvXNvnYr,"It is dangerous to speak with enemies before you speak with allies. Ukraine’s position remains unchanged: We need to have a joint position of Ukraine, the US and Europe before any negotiations with Putin,",John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,0,0,0,0
2Z8hP606KyL2hM11YN3g,the number of sadhus which have been initiated in this Kumbh is manifolds higher than in previous ones,‘There has been an awakening’: ancient sects on the rise in Modi’s India,The Guardian,0,0,0,0
2c8REDKmgpBVG20FhcVn,"It’s just a buzzword,","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.6666666667,1,1,2
30ohxFeV1sK9w48SxfRU,with a realistic assessment of the battlefield.,Hegseth Says Return to Ukraine’s Pre-2014 Borders Is ‘Unrealistic’,NYT,0.8333333333,2,1,2
3CLo9fHamVwRFxJYSKFm,"Ukraine is defending … but we need more air defence systems to protect Ukrainians’ lives. Europe and the world must be better protected from such evil and prepared to confront it,",Ukraine recaptures frontline village amid signs of slowing Russian advance,The Guardian,0,0,0,0
3Dj5mc1CcM82DAhjcW2s,"brutally combats freedom and its defenders. Navalny’s work was all the more brave,",Alexei Navalny supporters visit grave on first anniversary of his death,The Guardian,0,0,0,0
3WvohRyM4qq6wnIRVPgt,"I took the decision not to be afraid,",Alexei Navalny supporters visit grave on first anniversary of his death,The Guardian,1,2,2,2
4XozKtRMkMgLpxkzrl8M,"It really should be acting to a higher standard than others and needs to maintain that in mind,","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.5,1,1,1
4b0DQ1q6HSqxKSntjITp,"The new government will solve all these problems soon, god willing,",‘We live in constant fear’: Alawites in Syria’s Homs terrified of reprisals,The Guardian,0.5,1,0,2
4lXWL1ycO7pOJGF59uVN,good example of how a structural issue gives permission to interpersonal racism to occur,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0,0,0,0
4nQGUqFn12B44q7jAcvk,"It may have shocked and surprised many,",Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,0.8333333333,2,1,2
